High Selling:
  23652: 2
  90128D: 2
  90128C: 2
  16244B: 2
  90128B: 2
  85049d: 2
  85049b: 2
  35400: 2
  21268: 2
  90127A: 2
  90126C: 2
  21009: 2
  21491: 2
  35004P: 2
  85170A: 2
  20820: 2
  84509g: 2
  85036a: 2
  90181C: 1
  90152C: 1
  90187A: 1
  90037A: 1
  90142A: 1
  90135A: 1
  90025B: 1
  90025E: 1
  85226A: 1
  90184c: 1
  90178B: 1
  90183c: 1
  90081B: 1
  DCGS0004: 1
  90060B: 1
  90042B: 1
  90126A: 1
  m: 1
  85179a: 1
  20849: 1
  46776e: 1
  20950: 1
  47591b: 1
  51014c: 1
  72802c: 1
  72803B: 1
  72803b: 1
  82613a: 1
  35600A: 1
  84031a: 1
  84031b: 1
  84247C: 1
  84415A: 1
  84510e: 1
  84562A: 1
  84596l: 1
  46776b: 1
  35597B: 1
  84661b: 1
  23643: 1
  22016: 1
  21667: 1
  21594: 1
  23602: 1
  23609: 1
  23628: 1
  23630: 1
  23664: 1
  35591T: 1
  21310: 1
  84550: 1
  85044: 1
  21134: 1
  90020: 1
  90021: 1
  90068: 1
  84661a: 1
  90092: 1
  85031B: 1
  85034b: 1
  85049c: 1
  84968f: 1
  85036b: 1
  85035c: 1
  85160a: 1
  85035b: 1
  21011: 0
  22528: 0
  23843: 0
  20954: 0
  84800M: 0
  23595: 0
  21681: 0
  21763: 0
  47579: 0
  44265: 0
  85047: 0
  84593: 0
  85119: 0
  84227: 0
  84881: 0
  90095: -1
  84967B: -1
  21805: -1
  84664: -1
  21282: -1
  20864: -1
  85023C: -1
  84839: -1
  20957: -1
  85179B: -1
  85065: -1
  79320: -1
  35644: -1
  35832: -1
  85110: -1
  35991: -1
  37503: -1
  84249A: -1
  90091: -1
  90000C: -1
  84526: -1
  22143: -1
  DCGS0074: -1
  84415B: -1
  84424A: -1
  84964B: -1
  DCGS0072: -1
  84509F: -1
  DCGS0055: -1
  85136B: -2
  21228: -2
  84840: -2
  84251F: -2
  21432: -2
  20793: -2
  85018B: -2
  35922: -2
  22164: -2
  84797B: -2
  DCGS0071: -2
  85067: -2
  72789: -2
  84864A: -2
  84967A: -2
  21765: -2
  85195: -2
  21854: -2
  85126: -2
  21040: -3
  22146: -3
  37379A: -3
  84007: -3
  21274: -3
  35969: -3
  21410: -3
  78027: -3
  72793: -3
  DCGS0066P: -3
  DCGS0003: -3
  85042: -3
  90014C: -3
  85008: -3
  85063: -3
  84499: -3
  20816: -3
  21895: -3
  20850: -3
  21806: -3
  DCGS0073: -4
  35594: -4
  85017A: -4
  82545A: -4
  72815: -4
  84856S: -4
  85224: -4
  21330: -4
  90100: -4
  DCGS0069: -4
  16162L: -4
  90035A: -4
  85060: -4
  72800F: -5
  22769: -5
  84845D: -5
  84857A: -5
  21923: -5
  90037D: -5
  85136A: -5
  21120: -5
  84482: -5
  20896: -5
  20701: -5
  46037A: -5
  20825: -5
  20689: -5
  84899F: -5
  85068: -5
  85226C: -6
  20703: -6
  DCGS0057: -6
  21160: -6
  21332: -6
  85098B: -6
  84751B: -6
  79192A: -6
  47591A: -6
  20863: -6
  37424: -6
  20860: -6
  21653: -6
  20756: -7
  79172D: -7
  DCGS0070: -7
  84559D: -7
  90012A: -7
  62096B: -8
  35824B: -8
  90120D: -8
  21474: -8
  47574B: -9
  35015: -9
  90082D: -9
  37477D: -9
  21416: -9
  21511: -9
  90096: -9
  DCGS0068: -10
  47563B: -10
  84522: -10
  84761: -11
  DCGS0067: -11
  21836: -11
  84966B: -11
  37477B: -11
  21858: -12
  22415: -12
  20671: -12
  21412: -12
  35823P: -12
  35603B: -12
  BANK CHARGES: -13
  10123C: -13
  37464: -13
  37474: -13
  35597A: -13
  84750A: -13
  84816: -14
  84726: -14
  21589: -14
  21610: -14
  21825: -14
  21283: -15
  90180A: -15
  85160A: -15
  CRUK: -16
  21472: -17
  20681: -17
  84875A: -17
  84968B: -17
  84966A: -17
  20857: -17
  20906: -18
  18097A: -18
  84876C: -19
  20893: -19
  47502: -19
  10134: -19
  84990: -20
  21337: -21
  21431: -21
  40018F: -22
  84801B: -22
  84352: -22
  35650: -23
  21414: -24
  21349: -24
  21161: -24
  84534B: -24
  21275: -24
  16169P: -25
  21645: -25
  84856L: -25
  16162M: -26
  90195A: -26
  35817P: -26
  35611B: -27
  84251J: -28
  20892: -30
  72781: -30
  21637: -30
  AMAZONFEE: -30
  37477C: -31
  84455: -31
  90191: -34
  21839: -35
  84548: -36
  84569C: -36
  21827: -36
  20738: -36
  10123G: -38
  90010B: -39
  77081: -39
  37479P: -39
  21018: -39
  35833G: -41
  84743C: -41
  21486: -41
  35818B: -44
  22036: -45
  84546: -45
  20700: -48
  22202: -49
  35609A: -50
  84804A: -55
  84805B: -58
  S: -59
  21692: -59
  17011A: -61
  84805A: -64
  79030D: -65
  20694: -67
  84859C: -69
  21144: -70
  84809A: -73
  62094B: -73
  16053: -102
  21696: -102
  84798B: -102
  84801A: -104
  84877D: -106
  84802B: -121
  21351: -123
  21815: -141
  84611B: -143
  85104: -157
  84612B: -162
  84613C: -172
  23055: -172
  84799: -182
  84613A: -224
  21689: -228
  22034: -236
  84809B: -306
  35957: -312
  47566B: -342
  22127: -346
  84614A: -388
  72807A: -398
  72807C: -398
  22617: -419
  21622: -427
  35610B: -517
  72759: -524
  72807B: -527
  21620: -596
  23269: -654
  79323G: -657
  79323S: -674
  85172: -755
  79341: -905
  85036B: -944
  72038P: -990
  85036C: -999
  35610C: -1096
  79342B: -1128
  79323GR: -1158
  D: -1194
  23113: -1232
  35610A: -1267
  23115: -1285
  23114: -1294
  84598: -1313
  23117: -1348
  23116: -1362
  22351: -1387
  23270: -1607
  22618: -1632
  79323B: -1671
  79323P: -2007
  23059: -2376
  72732: -2472
  79323LP: -2618
  79323W: -4838
  72140F: -5368
  23003: -8516
  23005: -14418

